RA;FASE;TURMA;NOME;ANO_NASC;IDADE_22;GENERO;ANO_INGRESSO;INSTITUICAO_DE_ENSINO;PEDRA_20;PEDRA_21;PEDRA_22;INDE_22;CG;CF;CT;NO_AV;AVALIADOR1;REC_AV1;AVALIADOR2;REC_AV2;AVALIADOR3;REC_AV3;AVALIADOR4;REC_AV4;IAA;IEG;IPS;REC_PSICOLOGIA;IDA;MATEM;PORTUG;INGLES;INDICADO;ATINGIU_PV;IPV;IAN;FASE_IDEAL;DEFAS;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;ANO;INDE_2023;PEDRA_2023;NOME_ANONIMIZADO;DATA_DE_NASC;IDADE;IPP;MAT;POR;ING;DEFASAGEM;INDE_2024;PEDRA_2024;PEDRA_23;INDE_23;AVALIADOR5;AVALIADOR6;ESCOLA;ATIVO_INATIVO;ATIVO_INATIVO1;INDE;RISCO_DEFASAGEM;FAIXA_INDE;FAIXA_IAA;FAIXA_IEG;FAIXA_IPS;FAIXA_IPP;FAIXA_IDA;FAIXA_IPV;FAIXA_IAN;FAIXA_DEFASAGEM;DIF_AUTOAVALIACAO_DESEMPENHO;DIF_ENGAJAMENTO_DESEMPENHO;DIF_PSICOPEDAGOGICO_NIVEL;MEDIA_INDICADORES_SEM_IAN;QTD_INDICADORES_ABAIXO_5;QTD_INDICADORES_ABAIXO_7;INSTITUICAO_ENSINO;PROB_RISCO_DEFASAGEM;GRUPO_MULTI;CLASSIFICACAO_MODELO;PEDRA_ANALISE
RA-175;4;P;Aluno-175;2007,0;15,0;Feminino;2018;Rede Decisão;Ametista;Ametista;Ágata;6,75;567,0;51,0;6,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;9,2;5,6;Requer avaliação;5,9;4,7;7,2;5,9;Não;Não;5,833;5,0;Fase 5 (1º EM);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,75;1;Médio;Bom;Excelente;Médio;Sem informação;Médio;Médio;Médio;Sem informação;2,4000000000000004;3,299999999999999;;6,9666;0;3;;0,7082121865144276;Psico abaixo de 7;1;nan
RA-182;3;A;Aluno-182;2006,0;16,0;Feminino;2021;Escola Pública;;Quartzo;Ágata;6,328;677,0;93,0;15,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Promovido de Fase;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,5;8,0;7,5;Não atendido;4,1;1,3;5,7;5,4;Não;Não;6,958;2,5;Fase 6 (2º EM);-3,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,328;1;Médio;Bom;Bom;Bom;Sem informação;Baixo;Médio;Baixo;Sem informação;3,4000000000000004;3,9000000000000004;;6,8116;1;2;;0,7093553197339718;Misto;1;nan
RA-183;3;A;Aluno-183;2009,0;13,0;Feminino;2022;Escola Pública;;;Ametista;7,3;394,0;46,0;11,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Promovido de Fase;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;8,3;8,8;7,5;Não atendido;3,8;0,0;7,5;;Não;Não;7,25;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,3;0;Bom;Bom;Excelente;Bom;Sem informação;Baixo;Bom;Excelente;Sem informação;4,500000000000001;5,000000000000001;;7,130000000000001;1;1;;0,5979807162783962;Misto;1;nan
RA-185;3;A;Aluno-185;2007,0;15,0;Masculino;2021;Escola Pública;;Quartzo;Ágata;6,615;621,0;81,0;14,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Promovido de Fase;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,9;7,7;7,5;Não atendido;4,5;3,3;5,7;4,5;Não;Não;6,875;5,0;Fase 5 (1º EM);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,615;1;Médio;Bom;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;3,4000000000000004;3,2;;6,8950000000000005;1;2;;0,7093553197339718;Misto;1;nan
RA-187;3;A;Aluno-187;2010,0;12,0;Feminino;2019;Rede Decisão;Ametista;Topázio;Ametista;7,928;161,0;25,0;6,0;4,0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,8;8,9;7,5;Não atendido;5,8;5,3;7,2;4,8;Não;Não;7,917;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,928;0;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;3,000000000000001;3,1000000000000005;;7,7834;0;1;;0,5539679269267888;Misto;1;nan
RA-196;3;B;Aluno-196;2010,0;12,0;Masculino;2018;Rede Decisão;Ametista;Topázio;Topázio;8,124;106,0;17,0;3,0;4,0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;9,2;9,1;7,5;Não atendido;5,1;4,0;6,0;5,3;Não;Sim;8,625;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;8,124;0;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Excelente;Excelente;Sem informação;4,1;4,0;;7,904999999999999;0;1;;0,5539679269267888;Misto;1;nan
RA-206;3;B;Aluno-206;2010,0;12,0;Feminino;2022;Escola Pública;;;Ametista;7,101;455,0;56,0;6,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;8,3;8,8;7,5;Não atendido;5,0;4,0;6,0;;Não;Não;5,167;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,101;0;Bom;Bom;Excelente;Bom;Sem informação;Médio;Médio;Excelente;Sem informação;3,3000000000000007;3,8000000000000007;;6,9534;0;2;;0,5951092166620514;Misto;1;nan
RA-213;3;C;Aluno-213;2009,0;13,0;Masculino;2022;Escola Pública;;;Ametista;7,209;425,0;51,0;3,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;9,6;8,7;7,5;Não atendido;3,5;5,0;2,0;;Não;Não;6,833;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,209;0;Bom;Excelente;Excelente;Bom;Sem informação;Baixo;Médio;Excelente;Sem informação;6,1;5,199999999999999;;7,2265999999999995;1;2;;0,6377172701793465;Misto;1;nan
RA-218;3;D;Aluno-218;2008,0;14,0;Feminino;2022;Escola Pública;;;Ágata;6,1;709,0;99,0;6,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;6,3;7,3;7,5;Não atendido;4,0;5,0;7,0;0,0;Não;Não;6,125;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,1;1;Médio;Médio;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;2,3;3,3;;6,245;1;3;;0,7093553197339718;Misto;1;nan
RA-221;3;D;Aluno-221;2008,0;14,0;Masculino;2022;Escola Pública;;;Ágata;6,892;528,0;68,0;5,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;9,6;8,5;7,5;Não atendido;5,2;7,0;3,5;5,0;Não;Não;6,0;5,0;Fase 4 (9º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,892;1;Médio;Excelente;Excelente;Bom;Sem informação;Médio;Médio;Médio;Sem informação;4,3999999999999995;3,3;;7,359999999999999;0;2;;0,5951092166620514;Misto;1;nan
RA-231;3;E;Aluno-231;2008,0;14,0;Masculino;2022;Escola Pública;;;Ágata;6,116;705,0;97,0;8,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;8,8;7,4;7,5;Não atendido;3,8;3,0;4,5;;Não;Não;5,333;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,116;1;Médio;Excelente;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;5,000000000000001;3,6000000000000005;;6,566600000000001;1;2;;0,7093553197339718;Misto;1;nan
RA-233;3;E;Aluno-233;2008,0;14,0;Masculino;2022;Escola Pública;;;Ágata;6,051;718,0;101,0;9,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;7,9;7,4;7,5;Não atendido;3,8;3,0;4,5;;Não;Não;5,5;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,051;1;Médio;Bom;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;4,1000000000000005;3,6000000000000005;;6,42;1;2;;0,7093553197339718;Misto;1;nan
RA-234;3;E;Aluno-234;2009,0;13,0;Masculino;2022;Escola Pública;;;Ágata;6,719;583,0;75,0;3,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;10,0;7,6;5,6;Sem limitações;4,3;3,7;6,3;2,8;Não;Não;5,583;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,719;0;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Médio;Excelente;Sem informação;5,7;3,3;;6,616600000000001;1;3;;0,7093553197339718;Psico abaixo de 7;1;nan
RA-236;3;F;Aluno-236;2010,0;12,0;Feminino;2022;Escola Pública;;;Ametista;7,11;452,0;55,0;9,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,6;7,5;7,5;Não atendido;3,7;4,0;4,0;3,0;Não;Não;7,208;10,0;Fase 3 (7º e 8º ano);0,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,11;0;Bom;Excelente;Bom;Bom;Sem informação;Baixo;Bom;Excelente;Sem informação;5,8999999999999995;3,8;;7,1016;1;1;;0,6734527998481586;Misto;1;nan
RA-240;3;F;Aluno-240;2009,0;13,0;Feminino;2017;Rede Decisão;Ametista;Ametista;Ágata;6,943;510,0;65,0;11,0;4,0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;7,1;8,1;5,0;Requer avaliação;4,7;6,3;5,0;2,8;Não;Não;7,042;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,943;0;Médio;Bom;Bom;Médio;Sem informação;Baixo;Bom;Excelente;Sem informação;2,3999999999999995;3,3999999999999995;;6,3884;1;2;;0,6459755684418796;Psico abaixo de 7;1;nan
RA-247;3;F;Aluno-247;2009,0;13,0;Feminino;2021;Escola Pública;;Ágata;Ametista;7,72;230,0;32,0;7,0;4,0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;8,2;7,5;Não atendido;5,8;5,3;5,7;6,3;Sim;Não;7,875;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,72;0;Bom;Bom;Bom;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;2,500000000000001;2,3999999999999995;;7,534999999999999;0;1;;0,5883882115537028;Misto;1;nan
RA-248;3;F;Aluno-248;2009,0;13,0;Masculino;2022;Escola Pública;;;Ametista;7,429;343,0;39,0;8,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;7,6;7,5;Não atendido;5,2;4,0;5,5;6,0;Não;Não;7,292;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,429;0;Bom;Excelente;Bom;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;3,999999999999999;2,3999999999999995;;7,358399999999999;0;1;;0,632626437279114;Misto;1;nan
RA-249;3;G;Aluno-249;2008,0;14,0;Masculino;2017;Escola Pública;Ágata;Ágata;Quartzo;5,097;816,0;125,0;10,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;6,7;7,4;5,0;Não atendido;2,9;2,3;4,2;2,2;Não;Não;4,292;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;5,097;1;Médio;Médio;Bom;Médio;Sem informação;Baixo;Baixo;Médio;Sem informação;3,8000000000000003;4,5;;5,2584;2;4;;0,7093553197339718;Psico abaixo de 7;1;nan
RA-254;3;G;Aluno-254;2008,0;14,0;Masculino;2019;Escola Pública;Ametista;Ametista;Ágata;6,715;584,0;76,0;7,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,4;5,6;Requer avaliação;5,3;5,0;6,8;4,0;Não;Não;6,917;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,715;1;Médio;Excelente;Bom;Médio;Sem informação;Médio;Médio;Médio;Sem informação;4,7;2,1000000000000005;;7,0434;0;3;;0,6708236247265461;Psico abaixo de 7;1;nan
RA-256;3;G;Aluno-256;2010,0;12,0;Feminino;2019;Escola Pública;Ametista;Ametista;Ametista;7,192;433,0;52,0;3,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;8,8;8,5;5,0;Requer avaliação;5,2;5,3;6,7;3,5;Não;Não;6,708;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,192;0;Bom;Excelente;Excelente;Médio;Sem informação;Médio;Médio;Excelente;Sem informação;3,6000000000000005;3,3;;6,8416;0;3;;0,5951092166620514;Psico abaixo de 7;1;nan
RA-258;3;G;Aluno-258;2010,0;12,0;Feminino;2018;Escola Pública;Ametista;Topázio;Ágata;6,926;517,0;67,0;5,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,3;5,6;Sem limitações;4,8;2,7;6,2;5,5;Não;Não;6,125;10,0;Fase 3 (7º e 8º ano);0,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,926;0;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Médio;Excelente;Sem informação;5,2;2,5;;6,765000000000001;1;3;;0,6873136950019576;Psico abaixo de 7;1;nan
RA-260;3;G;Aluno-260;2009,0;13,0;Feminino;2019;Escola Pública;Topázio;Ametista;Ametista;7,44;340,0;38,0;2,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;10,0;8,2;7,5;Não atendido;5,0;5,7;5,2;4,2;Não;Não;6,458;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,44;0;Bom;Excelente;Bom;Bom;Sem informação;Médio;Médio;Excelente;Sem informação;5,0;3,1999999999999993;;7,4316;0;2;;0,6284838431298877;Misto;1;nan
RA-261;3;G;Aluno-261;2008,0;14,0;Feminino;2019;Escola Pública;Ágata;Quartzo;Ágata;6,763;566,0;74,0;6,0;4,0;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;8,8;7,2;5,6;Sem limitações;5,8;6,2;5,8;5,5;Sim;Não;7,042;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,763;1;Médio;Excelente;Bom;Médio;Sem informação;Médio;Bom;Médio;Sem informação;3,000000000000001;1,4000000000000004;;6,8884;0;2;;0,6708236247265461;Psico abaixo de 7;1;nan
RA-264;3;I;Aluno-264;2007,0;15,0;Feminino;2022;Escola Pública;;;Ametista;7,087;460,0;57,0;2,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;9,2;5,6;Requer avaliação;5,8;6,0;5,5;;Não;Não;6,625;5,0;Fase 5 (1º EM);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,087;1;Bom;Excelente;Excelente;Médio;Sem informação;Médio;Médio;Médio;Sem informação;4,2;3,3999999999999995;;7,4449999999999985;0;3;;0,5951092166620514;Psico abaixo de 7;1;nan
RA-267;3;I;Aluno-267;2007,0;15,0;Feminino;2016;Escola Pública;Ágata;Quartzo;Ágata;6,012;727,0;103,0;3,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase atual;10,0;7,4;5,0;Não indicado;3,3;2,3;4,8;2,7;Não;Não;6,292;5,0;Fase 5 (1º EM);-2,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,012;1;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Médio;Médio;Sem informação;6,7;4,1000000000000005;;6,3984;1;3;;0,7093553197339718;Psico abaixo de 7;1;nan
RA-283;3;K;Aluno-283;2008,0;14,0;Masculino;2020;Escola Pública;Ágata;Ágata;Ametista;7,131;448,0;54,0;9,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,6;8,8;7,5;Não atendido;5,6;4,5;5,8;6,6;Não;Não;6,625;5,0;Fase 4 (9º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,131;1;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Médio;Médio;Sem informação;4,0;3,200000000000001;;7,625;0;2;;0,5951092166620514;Misto;1;nan
RA-302;3;M;Aluno-302;2006,0;16,0;Masculino;2022;Escola Pública;;;Ágata;6,334;673,0;90,0;10,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;7,7;6,9;Sem limitações;4,8;4,3;5,0;5,0;Não;Não;6,208;2,5;Fase 6 (2º EM);-3,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,334;1;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Médio;Baixo;Sem informação;4,3999999999999995;2,9000000000000004;;6,9616;1;3;;0,6873136950019576;Psico abaixo de 7;1;nan
RA-303;3;M;Aluno-303;2008,0;14,0;Masculino;2019;Escola Pública;Ametista;Ágata;Ágata;6,03;723,0;102,0;13,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;7,5;7,2;7,5;Não atendido;3,9;3,8;4,0;;Não;Não;5,375;5,0;Fase 4 (9º ano);-1,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,03;1;Médio;Bom;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;3,6;3,3000000000000003;;6,295;1;2;;0,7093553197339718;Misto;1;nan
RA-304;3;M;Aluno-304;2007,0;15,0;Masculino;2020;Escola Pública;Ametista;Ágata;Ágata;6,355;667,0;89,0;9,0;4,0;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;8,8;7,7;7,5;Não atendido;4,3;3,0;5,5;;Sim;Não;5,542;5,0;Fase 5 (1º EM);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,355;1;Médio;Excelente;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;4,500000000000001;3,4000000000000004;;6,7684;1;2;;0,7093553197339718;Misto;1;nan
RA-308;3;M;Aluno-308;2009,0;13,0;Masculino;2019;Escola Pública;Ametista;Ametista;Ágata;6,93;514,0;66,0;4,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;7,9;7,4;6,9;Sem limitações;5,0;6,7;5,5;2,8;Sim;Não;6,167;10,0;Fase 3 (7º e 8º ano);0,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,93;0;Médio;Bom;Bom;Médio;Sem informação;Médio;Médio;Excelente;Sem informação;2,9000000000000004;2,4000000000000004;;6,673400000000001;0;3;;0,6708236247265461;Psico abaixo de 7;1;nan
RA-310;3;M;Aluno-310;2007,0;15,0;Feminino;2022;Escola Pública;;;Ágata;6,4;662,0;87,0;8,0;4,0;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;7,9;7,5;7,5;Não atendido;4,5;3,7;3,8;6,0;Sim;Não;6,0;5,0;Fase 5 (1º EM);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,4;1;Médio;Bom;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;3,4000000000000004;3,0;;6,68;1;2;;0,7093553197339718;Misto;1;nan
RA-312;3;N;Aluno-312;2009,0;13,0;Feminino;2022;Escola Pública;;;Ametista;7,339;378,0;43,0;5,0;3,0;Avaliador-6;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;;Promovido de Fase;9,6;8,1;7,5;Não atendido;5,2;6,0;4,5;5,0;Não;Não;6,167;10,0;Fase 3 (7º e 8º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,339;0;Bom;Excelente;Bom;Bom;Sem informação;Médio;Médio;Excelente;Sem informação;4,3999999999999995;2,8999999999999995;;7,3134;0;2;;0,6284838431298877;Misto;1;nan
