ANO;RA;NOME;FASE;TURMA;GENERO;IDA;IEG;IPS;IPP;IAA;IPV;PROB_RISCO_DEFASAGEM;CLASSIFICACAO_RISCO_MODELO;RISCO_DEFASAGEM;IAN;DEFASAGEM
2023;RA-1165;;FASE 3;3M;Feminino;7,3;9,1;5,0;7,1875;9,2;7,2925;0,22196159288169423;Baixo;0;10,0;0,0
2024;RA-161;;5L;5L;Feminino;4,0;7,965686274666666;6,26;7,96875;8,751;7,836666667;0,22102544102290814;Baixo;0;10,0;0,0
2024;RA-1381;;ALFA;ALFA U - G2/G3;Feminino;9,5;10,0;8,13;8,75;9,502;7,5;0,2205020893981149;Baixo;0;10,0;0,0
2023;RA-930;;ALFA;ALFA K - G0/G1;Masculino;9,0;8,8;7,52;8,75;9,0;9,0;0,2205020893981149;Baixo;0;10,0;0,0
2024;RA-1344;;ALFA;ALFA N - G2/G3;Feminino;10,0;10,0;7,51;8,75;8,502;9,425;0,2205020893981149;Baixo;0;10,0;0,0
2024;RA-375;;3H;3H;Masculino;6,833333333333333;9,443589743666667;7,51;7,1875;9,585;6,432;0,2203511982809958;Baixo;0;10,0;0,0
2024;RA-1108;;3F;3F;Masculino;3,6666666666666665;3,7546583853333337;8,13;7,1875;9,168;5,422;0,2203511982809958;Baixo;0;10,0;0,0
2024;RA-1087;;3B;3B;Feminino;2,6666666666666665;8,393265993333333;8,755;7,1875;7,917;6,58;0,2203511982809958;Baixo;0;10,0;0,0
2024;RA-1089;;3D;3D;Feminino;6,833333333333333;7,039682539666667;8,13;7,1875;9,168;6,995;0,2203511982809958;Baixo;0;10,0;0,0
2024;RA-1625;;6A;6A;Masculino;4,333333333333333;7,112887113;7,51;7,1875;7,5;6,896;0,2203511982809958;Baixo;0;10,0;0,0
2023;RA-854;;ALFA;ALFA J - G2/G3;Feminino;6,0;9,5;3,77;5,625;0,0;8,01;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-921;;ALFA;ALFA I - G2/G3;Feminino;6,3;9,7;7,52;5,625;9,0;6,68;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-925;;ALFA;ALFA I - G2/G3;Masculino;5,4;8,9;7,52;5,625;9,0;5,595;0,2201639305163793;Baixo;0;10,0;0,0
2024;RA-1359;;ALFA;ALFA R - G0/G1;Feminino;6,0;9,0;5,635;5,625;8,502;6,17;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-975;;ALFA;ALFA R - G0/G1;Feminino;6,5;9,2;7,52;5,625;7,9;7,67;0,2201639305163793;Baixo;0;10,0;0,0
2024;RA-1360;;ALFA;ALFA R - G0/G1;Masculino;5,0;7,0018115945;7,51;5,625;8,502;6,42;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-985;;ALFA;ALFA S - G2/G3;Masculino;6,8;9,3;2,52;5,625;9,0;8,5;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-994;;ALFA;ALFA T - G2/G3;Feminino;6,0;9,4;3,77;5,625;9,5;7,265;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-979;;ALFA;ALFA S - G2/G3;Masculino;6,0;9,6;6,27;5,625;9,5;9,51;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-980;;ALFA;ALFA S - G2/G3;Feminino;6,3;9,8;5,02;5,625;0,0;9,34;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-981;;ALFA;ALFA S - G2/G3;Feminino;5,8;9,1;2,52;5,625;9,5;9,01;0,2201639305163793;Baixo;0;10,0;0,0
2023;RA-928;;ALFA;ALFA K - G0/G1;Feminino;9,8;10,0;7,52;8,75;8,5;9,67;0,2196047050777231;Baixo;0;10,0;0,0
2023;RA-910;;ALFA;ALFA F - G0/G1;Masculino;8,9;8,8;7,52;8,75;0,0;8,17;0,2196047050777231;Baixo;0;10,0;0,0
2023;RA-929;;ALFA;ALFA K - G0/G1;Feminino;8,8;9,8;7,52;8,75;8,5;9,67;0,2196047050777231;Baixo;0;10,0;0,0
2024;RA-250;;4H;4H;Feminino;9,166666666666666;9,629629629666667;6,88;8,958333333;9,168;8,95;0,21838194679651207;Baixo;0;10,0;0,0
2024;RA-670;;3U;3U;Feminino;8,666666666666666;9,441269841333334;7,51;8,958333333;9,585;8,166666667;0,21838194679651207;Baixo;0;10,0;1,0
2023;RA-1196;;FASE 5;5B;Masculino;7,5;8,2;5,0;7,8125;0,0;8,045;0,217037481026441;Baixo;0;10,0;0,0
2023;RA-1084;;FASE 2;2B;Feminino;6,8;10,0;2,52;8,75;8,4;8,38;0,21701829000089884;Baixo;0;10,0;0,0
2024;RA-417;;4L;4L;Feminino;8,833333333333334;8,401559454333333;7,51;8,4375;8,334;8,2925;0,2160283190372151;Baixo;0;10,0;0,0
2024;RA-1094;;3D;3D;Feminino;7,333333333333333;9,523809523666666;2,51;8,4375;9,168;8,1675;0,2160283190372151;Baixo;0;10,0;0,0
2024;RA-365;;3H;3H;Feminino;6,666666666666667;10,0;7,51;8,4375;9,585;8,202;0,2160283190372151;Baixo;0;10,0;1,0
2023;RA-770;;ALFA;ALFA U - G2/G3;Masculino;5,9;8,3;3,77;6,875;0,0;8,92;0,21544448815115955;Baixo;0;10,0;0,0
2023;RA-684;;ALFA;ALFA D - G2/G3;Masculino;6,5;8,1;7,52;6,875;9,0;5,84;0,21544448815115955;Baixo;0;10,0;0,0
2023;RA-1207;;FASE 5;5M;Feminino;5,5;9,0;5,0;7,8125;8,8;7,63;0,21534605453619948;Baixo;0;10,0;0,0
2024;RA-607;;2K;2K;Masculino;7,0;7,4782608695;7,51;7,1875;8,502;7,165;0,21224811877160685;Baixo;0;10,0;0,0
2024;RA-1435;;1M;1M;Masculino;7,5;7,833333333500001;7,51;7,1875;9,502;6,165;0,21224811877160685;Baixo;0;10,0;0,0
2024;RA-1044;;2G;2G;Feminino;7,0;9,523809524;7,51;7,1875;7,502;7,21;0,21224811877160685;Baixo;0;10,0;0,0
2024;RA-499;;2C;2C;Masculino;4,75;9,0476190475;7,51;7,1875;8,502;7,5;0,21224811877160685;Baixo;0;10,0;0,0
2023;RA-459;;FASE 3;3N;Masculino;8,3;9,3;7,52;7,1875;6,7;7,88;0,21224811877160685;Baixo;0;10,0;0,0
2023;RA-240;;FASE 4;4F;Feminino;4,8;6,7;2,52;6,875;7,1;6,9175;0,21103637253764504;Baixo;0;10,0;0,0
2023;RA-1121;;FASE 2;2L;Masculino;8,0;9,9;6,26;8,75;0,0;9,84;0,20963050942271827;Baixo;0;10,0;0,0
2024;RA-1060;;2M;2M;Masculino;3,25;6,0;6,26;7,8125;9,585;6,163333333;0,20904483969246843;Baixo;0;10,0;0,0
2023;RA-1077;;FASE 2;2B;Masculino;7,3;9,7;2,52;8,75;0,0;8,4225;0,20899275345558097;Baixo;0;10,0;0,0
2023;RA-325;;FASE 2;2D;Masculino;5,6;7,1;5,0;8,125;0,0;7,0025;0,2085767962668391;Baixo;0;10,0;0,0
2024;RA-1497;;2M;2M;Feminino;2,0;5,0227272725;7,51;6,875;0,0;6,996666667;0,2060740663427452;Baixo;0;10,0;0,0
2024;RA-236;;4F;4F;Feminino;4,5;7,890668700666666;6,26;6,875;9,168;6,362;0,2060740663427452;Baixo;0;10,0;0,0
2023;RA-904;;ALFA;ALFA F - G0/G1;Feminino;6,4;9,3;7,52;7,8125;9,0;7,836666667;0,2058424284628979;Baixo;0;10,0;0,0
2023;RA-1160;;FASE 3;3I;Masculino;2,7;8,7;2,52;6,875;9,6;7,2575;0,20559281513586336;Baixo;0;10,0;0,0
2024;RA-445;;3P;3P;Masculino;4,0;8,715873016;7,51;7,8125;7,917;7,3725;0,2053783030507725;Baixo;0;10,0;0,0
2024;RA-1450;;1R;1R;Masculino;3,5;8,571428571;7,51;7,8125;9,502;7,5425;0,2053783030507725;Baixo;0;10,0;0,0
2024;RA-500;;3D;3D;Feminino;6,666666666666667;10,0;2,51;8,59375;9,585;8,3775;0,20457659301905162;Baixo;0;10,0;0,0
2023;RA-1057;;FASE 1;1L;Feminino;6,3;10,0;7,52;8,125;10,0;8,34;0,2041701714303732;Baixo;0;10,0;0,0
2023;RA-817;;FASE 1;1R;Feminino;5,4;8,8;6,89;8,125;9,5;7,89;0,20356770205612518;Baixo;0;10,0;0,0
2024;RA-57;;7A;7A;Masculino;6,166666666666667;6,010860484333333;6,88;8,59375;9,585;7,39;0,20291578380851077;Baixo;0;10,0;0,0
2023;RA-424;;FASE 3;3M;Feminino;6,4;9,9;2,52;7,8125;8,8;7,7925;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-367;;FASE 3;3F;Feminino;5,9;8,7;2,52;7,8125;8,8;7,7925;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-411;;FASE 3;3L;Feminino;6,6;9,0;7,52;7,8125;6,2;7,5425;0,20114625828911759;Baixo;0;10,0;0,0
2024;RA-1623;;6A;6A;Masculino;6,0;8,518518518666667;6,26;7,8125;9,168;7,666;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-81;;FASE 5;5L;Feminino;6,3;8,8;2,52;7,8125;9,6;7,2125;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-1162;;FASE 3;3K;Feminino;6,0;8,5;3,77;7,8125;8,3;7,7525;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-414;;FASE 3;3L;Feminino;6,5;9,5;7,52;7,8125;0,0;7,585;0,20114625828911759;Baixo;0;10,0;0,0
2023;RA-1173;;FASE 4;4A;Masculino;6,0;9,7;2,52;7,8125;8,8;8,1225;0,20114625828911759;Baixo;0;10,0;0,0
2024;RA-480;;2C;2C;Feminino;5,0;8,0714285715;7,51;7,8125;6,25;7,443333333;0,20114625828911759;Baixo;0;10,0;0,0
2024;RA-573;;3G;3G;Masculino;5,0;9,5;8,755;7,8125;9,168;6,8275;0,20114625828911759;Baixo;0;10,0;0,0
2024;RA-1552;;3P;3P;Masculino;3,1666666666666665;9,743589743666666;7,51;7,1875;9,585;7,165;0,2007097018287603;Baixo;0;10,0;0,0
2023;RA-884;;ALFA;ALFA C - G0/G1;Feminino;8,8;9,7;4,39;6,875;9,0;8,66;0,19937025382813367;Baixo;0;10,0;0,0
2023;RA-987;;ALFA;ALFA S - G2/G3;Masculino;7,3;9,8;6,27;6,875;0,0;9,76;0,19937025382813367;Baixo;0;10,0;0,0
2024;RA-1362;;ALFA;ALFA R - G0/G1;Masculino;8,5;6,875;5,635;6,875;10,002;6,915;0,19937025382813367;Baixo;0;10,0;0,0
2023;RA-945;;ALFA;ALFA M - G0/G1;Masculino;7,9;9,2;7,52;6,875;8,5;6,84;0,19890073607104755;Baixo;0;10,0;0,0
2024;RA-1363;;ALFA;ALFA S - G2/G3;Feminino;6,5;10,0;5,635;6,875;7,418;6,99;0,19878111918337593;Baixo;0;10,0;0,0
2024;RA-1377;;ALFA;ALFA T - G2/G3;Masculino;5,5;10,0;8,13;6,875;9,002;6,99;0,19878111918337593;Baixo;0;10,0;0,0
2023;RA-895;;ALFA;ALFA D - G2/G3;Feminino;6,8;9,5;7,52;6,875;9,5;9,5;0,19878111918337585;Baixo;0;10,0;0,0
2023;RA-858;;ALFA;ALFA F - G0/G1;Masculino;9,3;8,1;3,77;8,125;0,0;7,946666667;0,19876464810098476;Baixo;0;10,0;0,0
2023;RA-812;;ALFA;ALFA Q - G2/G3;Masculino;5,8;9,1;7,52;6,875;9,5;8,33;0,1983126451839961;Baixo;0;10,0;0,0
2023;RA-972;;ALFA;ALFA R - G0/G1;Masculino;6,0;9,1;3,77;6,875;9,0;7,84;0,1983126451839961;Baixo;0;10,0;0,0
2023;RA-1010;;ALFA;ALFA Y - G0/G1;Masculino;9,4;10,0;3,77;7,8125;9,5;8,59;0,19702356447566344;Baixo;0;10,0;0,0
2024;RA-1327;;ALFA;ALFA K - G0/G1;Feminino;7,5;9,3333333335;7,51;7,8125;9,002;7,325;0,19702356447566344;Baixo;0;10,0;0,0
2024;RA-1310;;ALFA;ALFA H - G0/G1;Feminino;10,0;9,375;2,51;7,8125;8,502;8,166666667;0,19702356447566344;Baixo;0;10,0;0,0
2024;RA-1284;;ALFA;ALFA C - G0/G1;Feminino;10,0;9,347826087;2,51;7,8125;9,002;7,89;0,19702356447566344;Baixo;0;10,0;0,0
2024;RA-48;;7A;7A;Feminino;7,5;8,339076859;9,375;8,59375;7,917;8,23;0,1965847922655066;Baixo;0;10,0;0,0
2023;RA-1047;;FASE 1;1H;Masculino;6,9;8,5;3,77;8,125;10,0;7,893333333;0,19646228181338066;Baixo;0;10,0;0,0
2023;RA-675;;ALFA;ALFA D - G2/G3;Masculino;8,3;8,0;7,52;6,875;10,0;8,34;0,1963543668372705;Baixo;0;10,0;0,0
2024;RA-416;;4M;4M;Masculino;8,0;8,972709551666666;7,51;8,541666667;8,751;9,13;0,19607313290645734;Baixo;0;10,0;1,0
2023;RA-110;;FASE 5;5A;Masculino;7,5;8,6;5,0;8,75;8,3;8,2975;0,19571878445295046;Baixo;0;10,0;0,0
2023;RA-153;;FASE 5;5M;Feminino;6,4;7,4;2,52;8,125;9,2;7,71;0,19471259615591063;Baixo;0;10,0;0,0
2023;RA-161;;FASE 5;5M;Feminino;5,8;7,3;2,52;8,125;0,0;7,795;0,19471259615591063;Baixo;0;10,0;1,0
2024;RA-176;;5C;5C;Feminino;8,833333333333334;9,545454545333333;6,26;8,59375;9,585;8,545;0,19370410316737632;Baixo;0;10,0;1,0
2024;RA-794;;1K;1K;Feminino;3,0;6,9047619045;7,51;8,125;9,502;8,255;0,19343922335459512;Baixo;0;10,0;0,0
2024;RA-1555;;3R;3R;Masculino;3,0;10,0;6,255;8,125;8,334;8,056666667;0,19343922335459512;Baixo;0;10,0;0,0
2024;RA-132;;6A;6A;Feminino;8,333333333333334;8,380952380666665;7,51;8,59375;8,334;8,44;0,19292178874467764;Baixo;0;10,0;0,0
2024;RA-1073;;3A;3A;Feminino;6,5;6,370972886666667;7,5;6,875;9,168;5,7875;0,19190148312968794;Baixo;0;10,0;0,0
2024;RA-229;;5C;5C;Masculino;8,833333333333334;9,841269841333334;5,635;8,28125;9,585;8,8375;0,18937435967962304;Baixo;0;10,0;1,0
2023;RA-721;;FASE 1;1G;Feminino;8,4;9,5;7,52;8,125;8,5;8,443333333;0,18840741038627987;Baixo;0;10,0;0,0
2023;RA-639;;FASE 2;2R;Feminino;6,3;8,1;6,27;8,125;7,4;7,62;0,18731254424319507;Baixo;0;10,0;0,0
2023;RA-347;;FASE 3;3D;Feminino;7,3;9,5;2,52;7,8125;6,7;7,7925;0,18567119867774323;Baixo;0;10,0;0,0
2024;RA-1496;;2M;2M;Feminino;4,25;5,714285714500001;7,51;7,8125;9,002;6,773333333;0,18567119867774323;Baixo;0;10,0;0,0
2023;RA-1223;;FASE 7;7A;Masculino;9,0;9,3;5,0;6,875;8,8;7,2925;0,18566662594198233;Baixo;0;10,0;0,0
2024;RA-860;;1G;1G;Masculino;8,5;9,7916666665;7,51;8,75;9,002;7,946666667;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-503;;FASE 2;2C;Masculino;8,7;10,0;2,52;8,75;9,5;8,255;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1412;;1E;1E;Masculino;9,75;9,3073593075;7,51;8,75;10,002;8,835;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1467;;2D;2D;Masculino;9,25;9,022556391;7,51;8,75;9,002;8,28;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-516;;FASE 2;2B;Masculino;9,3;9,8;2,52;8,75;10,0;8,7175;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-531;;FASE 2;2B;Masculino;7,7;10,0;2,52;8,75;9,5;8,59;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-279;;FASE 4;4M;Masculino;8,9;10,0;6,27;8,75;8,8;9,2125;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-721;;2G;2G;Feminino;8,25;9,544513457499999;8,135;8,75;9,002;8,755;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-785;;2U;2U;Feminino;9,0;10,0;7,51;8,75;9,502;8,893333333;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-38;;FASE 7;7A;Feminino;7,7;9,7;7,52;8,75;9,6;8,8825;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-687;;2D;2D;Masculino;7,25;9,2355889725;7,51;8,75;7,502;8,003333333;0,18387113693698545;Baixo;0;10,0;0,0
2023;RA-39;;FASE 7;7A;Feminino;7,8;9,1;7,52;8,75;9,6;8,7575;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1414;;1E;1E;Feminino;8,5;9,2965367965;6,885;8,75;9,502;8,835;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1064;;2N;2N;Masculino;8,5;9,7368421055;7,51;8,75;9,502;8,783333333;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1495;;2M;2M;Feminino;8,25;8,318181818;7,51;8,75;9,002;8,223333333;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-761;;2M;2M;Masculino;7,25;8,8636363635;6,26;8,75;8,502;8,003333333;0,18387113693698545;Baixo;0;10,0;0,0
2024;RA-1492;;2L;2L;Masculino;8,0;8,8141025645;7,51;8,75;8,002;8,45;0,18387113693698545;Baixo;0;10,0;1,0
2023;RA-1089;;FASE 2;2C;Feminino;7,0;9,5;2,52;8,75;9,0;8,3375;0,18329357427029963;Baixo;0;10,0;0,0
2024;RA-1466;;2D;2D;Masculino;7,5;7,380952381;7,51;8,75;10,002;8,056666667;0,18329357427029963;Baixo;0;10,0;0,0
2023;RA-1094;;FASE 2;2C;Feminino;8,5;9,5;2,52;8,75;7,8;8,3375;0,18308781541167513;Baixo;0;10,0;0,0
2023;RA-1029;;FASE 1;1C;Feminino;5,4;6,3;3,77;7,5;10,0;8,006666667;0,18191126404995958;Baixo;0;10,0;0,0
2023;RA-932;;ALFA;ALFA K - G0/G1;Feminino;7,5;7,9;7,52;8,125;9,5;9,0;0,18026523419951157;Baixo;0;10,0;0,0
2023;RA-1072;;FASE 2;2A;Masculino;6,7;8,6;5,0;8,125;9,0;8,7125;0,17916582774984252;Baixo;0;10,0;0,0
2023;RA-535;;FASE 2;2G;Feminino;5,6;9,4;5,0;8,125;9,0;8,95;0,17916582774984252;Baixo;0;10,0;0,0
2023;RA-518;;FASE 2;2D;Masculino;6,7;8,5;5,0;8,125;8,5;6,9175;0,17916582774984252;Baixo;0;10,0;0,0
2024;RA-1176;;5C;5C;Masculino;9,166666666666666;9,682539682666667;6,26;8,59375;8,751;8,9225;0,1790772060717811;Baixo;0;10,0;1,0
2024;RA-583;;3I;3I;Feminino;5,0;8,904455179666668;8,135;6,875;7,917;6,87;0,17889515015062246;Baixo;0;10,0;0,0
2024;RA-367;;4B;4B;Feminino;5,0;7,268170426;6,26;6,875;9,168;7,6275;0,17889515015062246;Baixo;0;10,0;1,0
2023;RA-17;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-21;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1257;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-7;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-34;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-29;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-88;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-23;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;1,0
2023;RA-1268;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-14;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-13;;FASE 8;8E;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1232;;FASE 8;8A;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1249;;FASE 8;8B;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1250;;FASE 8;8B;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1258;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1265;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1260;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1235;;FASE 8;8A;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1245;;FASE 8;8B;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1248;;FASE 8;8B;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1231;;FASE 8;8A;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1254;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1255;;FASE 8;8D;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1240;;FASE 8;8B;Masculino;;;;;;;0,1785606754712292;Baixo;0;10,0;0,0
2023;RA-1237;;FASE 8;8A;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1234;;FASE 8;8A;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1233;;FASE 8;8A;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1256;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1238;;FASE 8;8A;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1239;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1273;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;1,0
2023;RA-5;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-6;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-2;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1271;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1272;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1236;;FASE 8;8A;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1241;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1252;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1251;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1247;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1246;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1244;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1243;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1242;;FASE 8;8B;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1253;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1269;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-31;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-36;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1270;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-49;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-25;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-35;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1262;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1261;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1259;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1263;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1267;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1266;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1264;;FASE 8;8D;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-12;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1274;;FASE 8;8E;Feminino;;;;;;;0,1785606754712291;Baixo;0;10,0;0,0
2023;RA-1208;;FASE 5;5M;Masculino;6,2;8,8;2,52;6,875;8,8;6,2525;0,17846310317676706;Baixo;0;10,0;0,0
2023;RA-1114;;FASE 2;2K;Feminino;4,9;9,8;2,52;8,125;8,5;8,56;0,1776310326302259;Baixo;0;10,0;0,0
2024;RA-903;;1B;1B;Feminino;5,0;9,7727272725;7,505;7,8125;10,002;7,946666667;0,17750333806540075;Baixo;0;10,0;0,0
2024;RA-1512;;2U;2U;Feminino;5,5;10,0;7,51;7,8125;9,502;7,61;0,17750333806540075;Baixo;0;10,0;0,0
2023;RA-1185;;FASE 4;4G;Feminino;7,5;9,1;5,0;7,8125;7,5;8,3775;0,17559999511299318;Baixo;0;10,0;1,0
2024;RA-490;;3A;3A;Feminino;6,166666666666667;5,5110047846666665;8,755;7,8125;9,168;7,295;0,17525614611553886;Baixo;0;10,0;1,0
2024;RA-1099;;3G;3G;Feminino;3,8333333333333335;8,133333333333333;10,0;7,8125;8,334;6,6225;0,17525614611553886;Baixo;0;10,0;0,0
2024;RA-459;;4N;4N;Masculino;4,666666666666667;8,454106280333333;5,635;7,8125;7,917;7,366;0,17525614611553886;Baixo;0;10,0;0,0
2023;RA-1004;;ALFA;ALFA V - G0/G1;Feminino;7,9;9,6;7,52;6,875;9,0;7,42;0,1738409383895414;Baixo;0;10,0;0,0
2023;RA-984;;ALFA;ALFA S - G2/G3;Feminino;8,3;9,8;7,52;6,875;8,0;9,84;0,1738409383895414;Baixo;0;10,0;0,0
2023;RA-959;;ALFA;ALFA O - G2/G3;Masculino;7,7;9,6;7,52;6,875;10,0;8,84;0,1738409383895414;Baixo;0;10,0;0,0
2024;RA-636;;2P;2P;Masculino;5,25;4,9043062200000005;7,51;6,875;8,002;5,553333333;0,17354723886842205;Baixo;0;10,0;0,0
2024;RA-1460;;2C;2C;Masculino;3,25;7,460526316;7,51;6,875;9,502;6,27;0,17354723886842205;Baixo;0;10,0;0,0
2024;RA-982;;1P;1P;Masculino;8,25;8,365800865499999;7,51;6,875;10,002;6,79;0,17354723886842205;Baixo;0;10,0;0,0
